-2.577012751305727822e-01,8.491969616517310859e-01,1.060018228622076508e+00,1.271341270343065322e+00,1.043575640444390107e+00
1.408698926126902728e+00,8.491969616517310859e-01,-5.838343629059052908e-01,-7.282862891367938296e-01,-8.798806776442575917e-01
9.810386974856036835e-01,1.437971236869775238e+00,-1.110871071640067376e+00,-1.101843085962701529e+00,-8.006795351347252288e-01
-1.105648280195217437e+00,-1.118170738467098690e+00,-7.846102519474906778e-01,-8.711168290996410546e-01,9.983178447246572329e-01
-1.172009350156798524e+00,-1.003287953058699999e+00,-1.161065043900463722e+00,-1.211712732087968591e+00,-1.174056349822521605e+00
9.736652452676503033e-01,1.936419264789871440e-03,-3.170066804154485218e-02,8.867975089046310488e-01,9.191167022151246480e-01
-1.068781019105450314e+00,6.122512167469087441e-01,1.241971378066013543e+00,-6.184166430115267676e-01,-3.933593736571291966e-01
3.395483545236550604e-01,-5.150361150730048410e-01,-9.289179221961304522e-01,2.385665967655553055e-01,4.552242960878626898e-01
6.344864432417921529e-01,-7.704549570348438736e-02,1.314297418047432053e-01,5.352146413037763839e-01,4.891676428776623453e-01
8.778103664342555845e-01,1.416430714605700469e+00,-8.599012103380853089e-01,-9.699995106123814326e-01,-7.780506372748587918e-01
2.248990915165762286e-02,1.344628973725451093e+00,1.455295760172698349e+00,-2.778207400231993973e-01,-4.159882715169956335e-01
-9.213119747463818232e-01,1.136403925172728036e+00,6.961119297342027723e-01,-1.899250231229857033e-01,-4.951894140265282740e-01
-6.632411471180116314e-01,-7.950629045059770528e-01,-9.728376479239773111e-01,-7.612471829743738816e-01,-1.898181081338248033e+00
-1.076154471323403694e+00,5.045486054265347908e-01,-6.089313490361033532e-01,-3.986773507609931433e-01,-2.915293332877301191e-01
-9.213119747463818232e-01,9.138185284439555023e-01,-6.842223074266979843e-01,-4.755861030486795427e-01,-1.151427451962655280e+00
3.695524977973101426e-04,1.430791062781750389e+00,-1.132658729646890544e-01,5.462016059163030679e-01,3.986520514381964864e-01
4.870173988827237732e-01,1.380529844165575781e+00,-2.763962828109774450e-01,-5.744687845614199206e-01,-3.933593736571291966e-01
4.575235900109100307e-01,1.437971236869775238e+00,-3.579614877341213419e-01,4.143580305659826379e-01,6.136265811069279152e-01
8.885097911323856790e-02,1.007160791588279647e+00,-2.011053244203828139e-01,-2.512055393508509302e-02,2.968220110687974089e-01
7.819554876008608657e-01,1.294367755109276485e+00,3.196571377812298387e-01,4.363319597910360614e-01,4.325953982279961973e-01
-1.216250063464519027e+00,9.928004434122298383e-01,-7.406905262196439299e-01,-7.612471829743738816e-01,-1.162741900892588331e+00
-7.959632870411733618e-01,1.086142706556553872e+00,-9.791118944565267990e-01,-1.057895227512594793e+00,-9.930251669435898876e-01
1.330916924209587793e-01,6.912331317151826360e-01,-1.509113521599863839e-01,1.882730451502174010e-02,3.307653578585971199e-01
-6.484942426821047601e-01,4.040261681941856864e-01,-5.587373767757070064e-01,-3.986773507609931433e-01,3.658968568033303670e-02
