1.202242264024206531e+00,-8.166034267700517102e-01,-2.763962828109774450e-01,2.825144552156621525e-01,-6.875350458353929328e-01
9.736652452676503033e-01,-8.884051676503009753e-01,-2.763962828109774450e-01,7.376212757765528150e-02,-6.196483522557935109e-01
4.575235900109100307e-01,1.437971236869775238e+00,-3.579614877341213419e-01,4.143580305659826379e-01,6.136265811069279152e-01
8.885097911323856790e-02,1.007160791588279647e+00,-2.011053244203828139e-01,-2.512055393508509302e-02,2.968220110687974089e-01
3.723681358756449761e-02,-1.344868884076838578e-01,8.780650791781398068e-01,1.414171810305912436e+00,1.213292374393388551e+00
7.819554876008608657e-01,1.294367755109276485e+00,3.196571377812298387e-01,4.363319597910360614e-01,4.325953982279961973e-01
2.879341889979809554e-01,7.373816014503919991e-02,1.078840968219725305e+00,1.557002350268759772e+00,1.190663476533522225e+00
7.819554876008608657e-01,-3.396445117533479496e-02,1.480392746302895857e+00,1.908585217869613659e+00,1.315122414762787795e+00
1.478385968568656506e-01,-1.290494916579696838e+00,-8.787239499357339945e-01,-5.634818199488932366e-01,1.168034578673655677e+00
1.143254646280579045e+00,-9.386663862664754721e-01,-2.450250501482297005e-01,4.583058890160894294e-01,-3.820449247271959781e-01
3.174279978697946980e-01,-1.060729345762899456e+00,-6.465768282314006132e-01,-3.657164569234130358e-01,1.066204538304256655e+00
1.128507741844672063e+00,-9.889276048826500798e-01,-4.018812134619682008e-01,7.840339902495031821e-03,-5.517616586761940889e-01
3.985359722672825455e-01,-4.934955928089300725e-01,1.078840968219725305e+00,1.557002350268759772e+00,1.111462334023989529e+00
1.330916924209587793e-01,6.912331317151826360e-01,-1.509113521599863839e-01,1.882730451502174010e-02,3.307653578585971199e-01
1.109713357670984724e-01,-1.261774220227596999e+00,-6.842223074266979843e-01,-5.634818199488932366e-01,1.066204538304256655e+00
1.135881194062625443e+00,-8.094232526820269724e-01,-3.014932689411753408e-01,4.143580305659826379e-01,-6.535916990455932218e-01
-2.798216317844331447e-01,-9.817474307946251200e-01,-5.336403906455088331e-01,-1.130162708352987627e-01,1.315122414762787795e+00
8.261962009085814795e-01,-6.083783782173287635e-01,-1.320886125623377261e-01,1.286969506402888264e-01,3.307653578585971199e-01
9.515448886137899409e-01,-4.073335037526308877e-01,-1.948310778878332705e-01,-1.349902000603521723e-01,1.497341749796653743e-01
7.819554876008608657e-01,-4.934955928089300725e-01,-1.446371056274368128e-01,1.286969506402888264e-01,4.325953982279961973e-01
4.059094244852359812e-01,-6.155585523053537234e-01,-3.767842273317699719e-01,1.882730451502174010e-02,3.658968568033303670e-02
5.091377555365841356e-01,-4.360542001047306160e-01,-1.007173798995899400e-01,5.462016059163030679e-01,4.778531939477291268e-01
1.003159054139463935e+00,5.763503463067840560e-01,8.466938465153920346e-01,1.655885031781499483e+00,9.304311511450578109e-01
4.280297811390962881e-01,-6.155585523053537234e-01,-6.403025816988511254e-01,-2.228859169605658386e-01,2.176208685592647685e-01
1.047399767447184216e+00,4.040261681941856864e-01,7.776771346573468913e-01,1.622924137943919209e+00,9.304311511450578109e-01
9.736652452676503033e-01,-3.427119369604066934e-01,-7.908844984800401656e-01,2.935014198281888365e-01,3.760231535783300494e-01
1.246482977331927033e+00,2.963235568738117331e-01,4.953360406926169968e-01,1.392197881080859068e+00,1.043575640444390107e+00
3.395483545236550604e-01,-5.150361150730048410e-01,-9.289179221961304522e-01,2.385665967655553055e-01,4.552242960878626898e-01
7.008475132033731292e-01,-5.222162891610298008e-01,-7.093192935568961577e-01,2.715274906031354130e-01,5.683687853871950413e-01
6.344864432417921529e-01,-7.704549570348438736e-02,1.314297418047432053e-01,5.352146413037763839e-01,4.891676428776623453e-01
9.884121497035571746e-01,1.024588564971389282e-01,4.702390545624191565e-01,1.337263058018225426e+00,7.833433150559258040e-01
5.386315644083978782e-01,-4.934955928089300725e-01,-1.069916264321394972e-01,4.692928536286161689e-01,6.362554789667943522e-01
8.925572708701624558e-01,-4.288740260167057117e-01,-2.826705293435269883e-01,-1.413358932255838300e-02,4.212809492980629789e-01
